,chromosome,source,feature_type,start,end,score,strand,phase,attributes
1899691,NC_000007.14,Curated Genomic,gene,142321075,142321544,.,+,.,"ID=gene-TRBV5-1;Dbxref=GeneID:28614,HGNC:HGNC:12218,IMGT/GENE-DB:TRBV5-1;Name=TRBV5-1;description=T cell receptor beta variable 5-1;end_range=142321544,.;gbkey=Gene;gene=TRBV5-1;gene_biotype=V_segment;gene_synonym=TCRBV5S1,TCRBV5S1A1T,TRBV51;partial=true"
1899700,NC_000007.14,Curated Genomic,gene,142328354,142328786,.,+,.,"ID=gene-TRBV6-1;Dbxref=GeneID:28606,HGNC:HGNC:12226,IMGT/GENE-DB:TRBV6-1;Name=TRBV6-1;description=T cell receptor beta variable 6-1;end_range=142328786,.;gbkey=Gene;gene=TRBV6-1;gene_biotype=V_segment;gene_synonym=TCRBV13S3,TCRBV6S1,TRBV61;partial=true"
1899709,NC_000007.14,Gnomon,gene,142329908,142336719,.,-,.,ID=gene-LOC105375539;Dbxref=GeneID:105375539;Name=LOC105375539;description=uncharacterized LOC105375539;gbkey=Gene;gene=LOC105375539;gene_biotype=lncRNA
1899724,NC_000007.14,Curated Genomic,gene,142345532,142345985,.,+,.,"ID=gene-TRBV4-2;Dbxref=GeneID:28616,HGNC:HGNC:12216,IMGT/GENE-DB:TRBV4-2;Name=TRBV4-2;description=T cell receptor beta variable 4-2;end_range=142345985,.;gbkey=Gene;gene=TRBV4-2;gene_biotype=V_segment;gene_synonym=TCRBV4S2,TCRBV7S3A2,TCRBV7S3A2T,TRBV42;partial=true"
1899733,NC_000007.14,Curated Genomic,gene,142349232,142349664,.,+,.,"ID=gene-TRBV6-3;Dbxref=GeneID:28604,HGNC:HGNC:12228,IMGT/GENE-DB:TRBV6-3;Name=TRBV6-3;description=T cell receptor beta variable 6-3;end_range=142349664,.;gbkey=Gene;gene=TRBV6-3;gene_biotype=V_segment;gene_synonym=TCRBV13S9/13S2A1T,TCRBV6S3,TRBV63;partial=true"
1899742,NC_000007.14,Curated Genomic,gene,142352866,142353358,.,+,.,"ID=gene-TRBV7-2;Dbxref=GeneID:28596,HGNC:HGNC:12236,IMGT/GENE-DB:TRBV7-2;Name=TRBV7-2;description=T cell receptor beta variable 7-2;end_range=142353358,.;gbkey=Gene;gene=TRBV7-2;gene_biotype=V_segment;gene_synonym=TCRBV6S5A1N1,TCRBV6S5A2,TCRBV7S2,TRBV72;partial=true"
1899769,NC_000007.14,Curated Genomic,gene,142380827,142381261,.,+,.,"ID=gene-TRBV6-4;Dbxref=GeneID:28603,HGNC:HGNC:12229,IMGT/GENE-DB:TRBV6-4;Name=TRBV6-4;description=T cell receptor beta variable 6-4;end_range=142381261,.;gbkey=Gene;gene=TRBV6-4;gene_biotype=V_segment;gene_synonym=TCRBV13S5,TCRBV6S4,TRBV64;partial=true"
1899778,NC_000007.14,Curated Genomic,gene,142384379,142384841,.,+,.,"ID=gene-TRBV7-3;Dbxref=GeneID:28595,HGNC:HGNC:12237,IMGT/GENE-DB:TRBV7-3;Name=TRBV7-3;description=T cell receptor beta variable 7-3;end_range=142384841,.;gbkey=Gene;gene=TRBV7-3;gene_biotype=V_segment;gene_synonym=TCRBV6S1A1N1,TCRBV7S3,TRBV73;partial=true"
1899805,NC_000007.14,Curated Genomic,gene,142391938,142392412,.,+,.,"ID=gene-TRBV9;Dbxref=GeneID:28586,HGNC:HGNC:12246,IMGT/GENE-DB:TRBV9;Name=TRBV9;description=T cell receptor beta variable 9;end_range=142392412,.;gbkey=Gene;gene=TRBV9;gene_biotype=V_segment;gene_synonym=TCRBV1S1A1N1,TCRBV9S1;partial=true"
1899814,NC_000007.14,Curated Genomic,gene,142399928,142400377,.,+,.,"ID=gene-TRBV10-1;Dbxref=GeneID:28585,HGNC:HGNC:12177,IMGT/GENE-DB:TRBV10-1;Name=TRBV10-1;description=T cell receptor beta variable 10-1;end_range=142400377,.;gbkey=Gene;gene=TRBV10-1;gene_biotype=V_segment;gene_synonym=TCRBV10S1,TCRBV12S2,TCRBV12S2A1T,TRBV101;partial=true"
1899823,NC_000007.14,Curated Genomic,gene,142407689,142408136,.,+,.,"ID=gene-TRBV11-1;Dbxref=GeneID:28582,HGNC:HGNC:12180,IMGT/GENE-DB:TRBV11-1;Name=TRBV11-1;description=T cell receptor beta variable 11-1;end_range=142408136,.;gbkey=Gene;gene=TRBV11-1;gene_biotype=V_segment;gene_synonym=TCRBV11S1,TCRBV21S1,TRBV111;partial=true"
1899839,NC_000007.14,Curated Genomic,gene,142425016,142425465,.,+,.,"ID=gene-TRBV10-2;Dbxref=GeneID:28584,HGNC:HGNC:12178,IMGT/GENE-DB:TRBV10-2;Name=TRBV10-2;description=T cell receptor beta variable 10-2;end_range=142425465,.;gbkey=Gene;gene=TRBV10-2;gene_biotype=V_segment;gene_synonym=TCRBV10S2,TCRBV12S3,TRBV102;partial=true"
1899848,NC_000007.14,Curated Genomic,gene,142433956,142434394,.,+,.,"ID=gene-TRBV11-2;Dbxref=GeneID:28581,HGNC:HGNC:12181,IMGT/GENE-DB:TRBV11-2;Name=TRBV11-2;description=T cell receptor beta variable 11-2;end_range=142434394,.;gbkey=Gene;gene=TRBV11-2;gene_biotype=V_segment;gene_synonym=TCRBV11S2,TCRBV21S3A2N2T,TRBV112;partial=true"
1899868,NC_000007.14,Curated Genomic,gene,142451013,142451448,.,+,.,"ID=gene-TRBV6-5;Dbxref=GeneID:28602,HGNC:HGNC:12230,IMGT/GENE-DB:TRBV6-5;Name=TRBV6-5;description=T cell receptor beta variable 6-5;end_range=142451448,.;gbkey=Gene;gene=TRBV6-5;gene_biotype=V_segment;gene_synonym=TCRBV13S1,TCRBV6S5,TRBV65;partial=true"
1899877,NC_000007.14,Curated Genomic,gene,142455174,142455635,.,+,.,"ID=gene-TRBV7-4;Dbxref=GeneID:28594,HGNC:HGNC:12238,IMGT/GENE-DB:TRBV7-4;Name=TRBV7-4;description=T cell receptor beta variable 7-4;end_range=142455635,.;gbkey=Gene;gene=TRBV7-4;gene_biotype=V_segment;gene_synonym=TCRBV6S8A2T,TCRBV7S4,TRBV74;partial=true"
1899886,NC_000007.14,Gnomon,gene,142461093,142469433,.,-,.,ID=gene-LOC107986855;Dbxref=GeneID:107986855;Name=LOC107986855;description=uncharacterized LOC107986855;gbkey=Gene;gene=LOC107986855;gene_biotype=lncRNA
1899890,NC_000007.14,Curated Genomic,gene,142463117,142463581,.,+,.,"ID=gene-TRBV5-4;Dbxref=GeneID:28611,HGNC:HGNC:12221,IMGT/GENE-DB:TRBV5-4;Name=TRBV5-4;description=T cell receptor beta variable 5-4;end_range=142463581,.;gbkey=Gene;gene=TRBV5-4;gene_biotype=V_segment;gene_synonym=TCRBV5S4,TCRBV5S6A3N2T,TRBV54;partial=true"
1899899,NC_000007.14,Curated Genomic,gene,142469581,142470013,.,+,.,"ID=gene-TRBV6-6;Dbxref=GeneID:28601,HGNC:HGNC:12231,IMGT/GENE-DB:TRBV6-6;Name=TRBV6-6;description=T cell receptor beta variable 6-6;end_range=142470013,.;gbkey=Gene;gene=TRBV6-6;gene_biotype=V_segment;gene_synonym=TCRBV13S6A2T,TCRBV6S6,TRBV66;partial=true"
1899917,NC_000007.14,BestRefSeq,gene,142474527,142474603,.,+,.,"ID=gene-MIR11400;Dbxref=GeneID:113839523,HGNC:HGNC:54160,miRBase:MI0036559;Name=MIR11400;description=microRNA 11400;gbkey=Gene;gene=MIR11400;gene_biotype=miRNA"
1899922,NC_000007.14,Curated Genomic,gene,142482555,142483019,.,+,.,"ID=gene-TRBV5-5;Dbxref=GeneID:28610,HGNC:HGNC:12222,IMGT/GENE-DB:TRBV5-5;Name=TRBV5-5;description=T cell receptor beta variable 5-5;end_range=142483019,.;gbkey=Gene;gene=TRBV5-5;gene_biotype=V_segment;gene_synonym=TCRBV5S3A2T,TCRBV5S5,TRBV55;partial=true"
1899940,NC_000007.14,Curated Genomic,gene,142492177,142492673,.,+,.,"ID=gene-TRBV7-6;Dbxref=GeneID:28592,HGNC:HGNC:12240,IMGT/GENE-DB:TRBV7-6;Name=TRBV7-6;description=T cell receptor beta variable 7-6;end_range=142492673,.;gbkey=Gene;gene=TRBV7-6;gene_biotype=V_segment;gene_synonym=TCRBV6S3A1N1T,TCRBV7S6,TRBV76;partial=true"
1899949,NC_000007.14,Curated Genomic,gene,142500069,142500534,.,+,.,"ID=gene-TRBV5-6;Dbxref=GeneID:28609,HGNC:HGNC:12223,IMGT/GENE-DB:TRBV5-6;Name=TRBV5-6;description=T cell receptor beta variable 5-6;end_range=142500534,.;gbkey=Gene;gene=TRBV5-6;gene_biotype=V_segment;gene_synonym=TCRBV5S2,TCRBV5S6,TRBV56;partial=true"
1899958,NC_000007.14,Curated Genomic,gene,142507382,142507810,.,+,.,"ID=gene-TRBV6-8;Dbxref=GeneID:28599,HGNC:HGNC:12233,IMGT/GENE-DB:TRBV6-8;Name=TRBV6-8;description=T cell receptor beta variable 6-8;end_range=142507810,.;gbkey=Gene;gene=TRBV6-8;gene_biotype=V_segment;gene_synonym=TCRBV13S7P,TCRBV6S8,TRBV68;partial=true"
1899967,NC_000007.14,Curated Genomic,gene,142511626,142512127,.,+,.,"ID=gene-TRBV7-7;Dbxref=GeneID:28591,HGNC:HGNC:12241,IMGT/GENE-DB:TRBV7-7;Name=TRBV7-7;description=T cell receptor beta variable 7-7;end_range=142512127,.;gbkey=Gene;gene=TRBV7-7;gene_biotype=V_segment;gene_synonym=TCRBV6S6A2T,TCRBV7S7,TRBV77;partial=true"
1899976,NC_000007.14,Curated Genomic,gene,142520090,142520556,.,+,.,"ID=gene-TRBV5-7;Dbxref=GeneID:28608,HGNC:HGNC:12224,IMGT/GENE-DB:TRBV5-7;Name=TRBV5-7;description=T cell receptor beta variable 5-7 (non-functional);end_range=142520556,.;gbkey=Gene;gene=TRBV5-7;gene_biotype=V_segment;gene_synonym=TCRBV5S7,TCRBV5S7P,TRBV57;partial=true"
1899985,NC_000007.14,Curated Genomic,gene,142529290,142529762,.,+,.,"ID=gene-TRBV7-9;Dbxref=GeneID:28589,HGNC:HGNC:12243,IMGT/GENE-DB:TRBV7-9;Name=TRBV7-9;description=T cell receptor beta variable 7-9;end_range=142529762,.;gbkey=Gene;gene=TRBV7-9;gene_biotype=V_segment;gene_synonym=TCRB,TCRBV6S4A1,TCRBV7S9,TRBV79;partial=true"
1899994,NC_000007.14,Curated Genomic,gene,142535809,142536292,.,+,.,"ID=gene-TRBV13;Dbxref=GeneID:28574,HGNC:HGNC:12188,IMGT/GENE-DB:TRBV13;Name=TRBV13;description=T cell receptor beta variable 13;end_range=142536292,.;gbkey=Gene;gene=TRBV13;gene_biotype=V_segment;gene_synonym=TCRBV13S1,TCRBV23S1A2T;partial=true"
1900003,NC_000007.14,Curated Genomic,gene,142544236,142544685,.,+,.,"ID=gene-TRBV10-3;Dbxref=GeneID:28583,HGNC:HGNC:12179,IMGT/GENE-DB:TRBV10-3;Name=TRBV10-3;description=T cell receptor beta variable 10-3;end_range=142544685,.;gbkey=Gene;gene=TRBV10-3;gene_biotype=V_segment;gene_synonym=TCRBV10S3,TCRBV12S1A1N2,TRBV103;partial=true"
1900012,NC_000007.14,Curated Genomic,gene,142554881,142555318,.,+,.,"ID=gene-TRBV11-3;Dbxref=GeneID:28580,HGNC:HGNC:12182,IMGT/GENE-DB:TRBV11-3;Name=TRBV11-3;description=T cell receptor beta variable 11-3;end_range=142555318,.;gbkey=Gene;gene=TRBV11-3;gene_biotype=V_segment;gene_synonym=TCRBV11S3,TCRBV21S2A2,TRBV113;partial=true"
1900021,NC_000007.14,Curated Genomic,gene,142560485,142560931,.,+,.,"ID=gene-TRBV12-3;Dbxref=GeneID:28577,HGNC:HGNC:12185,IMGT/GENE-DB:TRBV12-3;Name=TRBV12-3;description=T cell receptor beta variable 12-3;end_range=142560931,.;gbkey=Gene;gene=TRBV12-3;gene_biotype=V_segment;gene_synonym=TCRBV12S3,TCRBV8S1,TRBV123;partial=true"
1900030,NC_000007.14,Curated Genomic,gene,142563799,142564245,.,+,.,"ID=gene-TRBV12-4;Dbxref=GeneID:28576,HGNC:HGNC:12186,IMGT/GENE-DB:TRBV12-4;Name=TRBV12-4;description=T cell receptor beta variable 12-4;end_range=142564245,.;gbkey=Gene;gene=TRBV12-4;gene_biotype=V_segment;gene_synonym=TCRBV12S4,TCRBV8S2A1T,TRBV124;partial=true"
1900039,NC_000007.14,Curated Genomic,gene,142580981,142581427,.,+,.,"ID=gene-TRBV12-5;Dbxref=GeneID:28575,HGNC:HGNC:12187,IMGT/GENE-DB:TRBV12-5;Name=TRBV12-5;description=T cell receptor beta variable 12-5;end_range=142581427,.;gbkey=Gene;gene=TRBV12-5;gene_biotype=V_segment;gene_synonym=TCRBV12S5,TCRBV8S3,TRBV125;partial=true"
1900048,NC_000007.14,Curated Genomic,gene,142587927,142588359,.,+,.,"ID=gene-TRBV14;Dbxref=GeneID:28573,HGNC:HGNC:12189,IMGT/GENE-DB:TRBV14;Name=TRBV14;description=T cell receptor beta variable 14;end_range=142588359,.;gbkey=Gene;gene=TRBV14;gene_biotype=V_segment;gene_synonym=TCRBV14S1,TCRBV16S1A1N1;partial=true"
1900057,NC_000007.14,Curated Genomic,gene,142593005,142593473,.,+,.,"ID=gene-TRBV15;Dbxref=GeneID:28572,HGNC:HGNC:12190,IMGT/GENE-DB:TRBV15;Name=TRBV15;description=T cell receptor beta variable 15;end_range=142593473,.;gbkey=Gene;gene=TRBV15;gene_biotype=V_segment;gene_synonym=TCRBV15S1,TCRBV24S1A3T;partial=true"
1900076,NC_000007.14,Curated Genomic,gene,142601628,142602360,.,+,.,"ID=gene-TRBV17;Dbxref=GeneID:28570,HGNC:HGNC:12192,IMGT/GENE-DB:TRBV17;Name=TRBV17;description=T cell receptor beta variable 17 (non-functional);end_range=142602360,.;gbkey=Gene;gene=TRBV17;gene_biotype=V_segment;gene_synonym=TCRBV17S1,TCRBV26S1P;partial=true"
1900085,NC_000007.14,Curated Genomic,gene,142615797,142616415,.,+,.,"ID=gene-TRBV18;Dbxref=GeneID:28569,HGNC:HGNC:12193,IMGT/GENE-DB:TRBV18;Name=TRBV18;description=T cell receptor beta variable 18;end_range=142616415,.;gbkey=Gene;gene=TRBV18;gene_biotype=V_segment;gene_synonym=TCRBV18S1;partial=true"
1900094,NC_000007.14,Curated Genomic,gene,142619057,142619532,.,+,.,"ID=gene-TRBV19;Dbxref=GeneID:28568,HGNC:HGNC:12194,IMGT/GENE-DB:TRBV19;Name=TRBV19;description=T cell receptor beta variable 19;end_range=142619532,.;gbkey=Gene;gene=TRBV19;gene_biotype=V_segment;gene_synonym=TCRBV17S1A1T,TCRBV19S1;partial=true"
1900103,NC_000007.14,Curated Genomic,gene,142626727,142627399,.,+,.,"ID=gene-TRBV20-1;Dbxref=GeneID:28567,HGNC:HGNC:12196,IMGT/GENE-DB:TRBV20-1;Name=TRBV20-1;description=T cell receptor beta variable 20-1;end_range=142627399,.;gbkey=Gene;gene=TRBV20-1;gene_biotype=V_segment;gene_synonym=TCRBV20S1,TCRBV2S1,TRBV201;partial=true"
1900139,NC_000007.14,Curated Genomic,gene,142656737,142657213,.,+,.,"ID=gene-TRBV24-1;Dbxref=GeneID:28563,HGNC:HGNC:12203,IMGT/GENE-DB:TRBV24-1;Name=TRBV24-1;description=T cell receptor beta variable 24-1;end_range=142657213,.;gbkey=Gene;gene=TRBV24-1;gene_biotype=V_segment;gene_synonym=TCRBV15S1,TCRBV24S1,TRBV241;partial=true"
1900151,NC_000007.14,Curated Genomic,gene,142670777,142671244,.,+,.,"ID=gene-TRBV25-1;Dbxref=GeneID:28562,HGNC:HGNC:12205,IMGT/GENE-DB:TRBV25-1;Name=TRBV25-1;description=T cell receptor beta variable 25-1;end_range=142671244,.;gbkey=Gene;gene=TRBV25-1;gene_biotype=V_segment;gene_synonym=TCRBV11S1A1T,TCRBV25S1,TRBV251;partial=true"
1900192,NC_000007.14,Curated Genomic,gene,142715389,142715861,.,+,.,"ID=gene-TRBV27;Dbxref=GeneID:28560,HGNC:HGNC:12208,IMGT/GENE-DB:TRBV27;Name=TRBV27;description=T cell receptor beta variable 27;end_range=142715861,.;gbkey=Gene;gene=TRBV27;gene_biotype=V_segment;gene_synonym=TCRBV14S1,TCRBV27S1;partial=true"
1900201,NC_000007.14,Curated Genomic,gene,142720680,142721160,.,+,.,"ID=gene-TRBV28;Dbxref=GeneID:28559,HGNC:HGNC:12209,IMGT/GENE-DB:TRBV28;Name=TRBV28;description=T cell receptor beta variable 28;end_range=142721160,.;gbkey=Gene;gene=TRBV28;gene_biotype=V_segment;gene_synonym=TCRBV28S1,TCRBV3S1;partial=true"
1900211,NC_000007.14,Curated Genomic,gene,142740273,142740894,.,+,.,"ID=gene-TRBV29-1;Dbxref=GeneID:28558,HGNC:HGNC:12210,IMGT/GENE-DB:TRBV29-1;Name=TRBV29-1;description=T cell receptor beta variable 29-1;end_range=142740894,.;gbkey=Gene;gene=TRBV29-1;gene_biotype=V_segment;gene_synonym=TCRBV29S1,TCRBV4S1A1T,TRBV291;partial=true"
1900220,NC_000007.14,BestRefSeq,gene,142749472,142753072,.,+,.,"ID=gene-PRSS1;Dbxref=GeneID:5644,HGNC:HGNC:9475,MIM:276000;Name=PRSS1;description=serine protease 1;gbkey=Gene;gene=PRSS1;gene_biotype=protein_coding;gene_synonym=TRP1,TRY1,TRY4,TRYP1"
1900262,NC_000007.14,Gnomon,gene,142764231,142765107,.,-,.,ID=gene-LOC124901763;Dbxref=GeneID:124901763;Name=LOC124901763;description=uncharacterized LOC124901763;gbkey=Gene;gene=LOC124901763;gene_biotype=lncRNA
1900266,NC_000007.14,BestRefSeq,gene,142770970,142774560,.,+,.,"ID=gene-PRSS2;Dbxref=GeneID:5645,HGNC:HGNC:9483,MIM:601564;Name=PRSS2;description=serine protease 2;gbkey=Gene;gene=PRSS2;gene_biotype=protein_coding;gene_synonym=TRY2,TRY8,TRYP2"
1900298,NC_000007.14,Curated Genomic,gene,142786213,142786224,.,+,.,"ID=gene-TRBD1;Dbxref=GeneID:28637,HGNC:HGNC:12158,IMGT/GENE-DB:TRBD1,MIM:615447;Name=TRBD1;description=T cell receptor beta diversity 1;end_range=142786224,.;gbkey=Gene;gene=TRBD1;gene_biotype=D_segment;gene_synonym=TCRBD1;partial=true;start_range=.,142786213"
1900308,NC_000007.14,Curated Genomic,gene,142786880,142786927,.,+,.,"ID=gene-TRBJ1-1;Dbxref=GeneID:28635,HGNC:HGNC:12162,IMGT/GENE-DB:TRBJ1-1;Name=TRBJ1-1;description=T cell receptor beta joining 1-1;end_range=142786927,.;gbkey=Gene;gene=TRBJ1-1;gene_biotype=J_segment;gene_synonym=TCRBJ1S1,TRBJ11;partial=true;start_range=.,142786880"
1900315,NC_000007.14,Curated Genomic,gene,142787017,142787064,.,+,.,"ID=gene-TRBJ1-2;Dbxref=GeneID:28634,HGNC:HGNC:12163,IMGT/GENE-DB:TRBJ1-2;Name=TRBJ1-2;description=T cell receptor beta joining 1-2;end_range=142787064,.;gbkey=Gene;gene=TRBJ1-2;gene_biotype=J_segment;gene_synonym=TCRBJ1S2,TRBJ12;partial=true;start_range=.,142787017"
1900322,NC_000007.14,Curated Genomic,gene,142787630,142787679,.,+,.,"ID=gene-TRBJ1-3;Dbxref=GeneID:28633,HGNC:HGNC:12164,IMGT/GENE-DB:TRBJ1-3;Name=TRBJ1-3;description=T cell receptor beta joining 1-3;end_range=142787679,.;gbkey=Gene;gene=TRBJ1-3;gene_biotype=J_segment;gene_synonym=TCRBJ1S3,TRBJ13;partial=true;start_range=.,142787630"
1900329,NC_000007.14,Curated Genomic,gene,142788225,142788275,.,+,.,"ID=gene-TRBJ1-4;Dbxref=GeneID:28632,HGNC:HGNC:12165,IMGT/GENE-DB:TRBJ1-4;Name=TRBJ1-4;description=T cell receptor beta joining 1-4;end_range=142788275,.;gbkey=Gene;gene=TRBJ1-4;gene_biotype=J_segment;gene_synonym=TCRBJ1S4,TRBJ14;partial=true;start_range=.,142788225"
1900336,NC_000007.14,Curated Genomic,gene,142788498,142788547,.,+,.,"ID=gene-TRBJ1-5;Dbxref=GeneID:28631,HGNC:HGNC:12166,IMGT/GENE-DB:TRBJ1-5;Name=TRBJ1-5;description=T cell receptor beta joining 1-5;end_range=142788547,.;gbkey=Gene;gene=TRBJ1-5;gene_biotype=J_segment;gene_synonym=TCRBJ1S5,TRBJ15;partial=true;start_range=.,142788498"
1900343,NC_000007.14,Curated Genomic,gene,142788988,142789040,.,+,.,"ID=gene-TRBJ1-6;Dbxref=GeneID:28630,HGNC:HGNC:12167,IMGT/GENE-DB:TRBJ1-6;Name=TRBJ1-6;description=T cell receptor beta joining 1-6;end_range=142789040,.;gbkey=Gene;gene=TRBJ1-6;gene_biotype=J_segment;gene_synonym=TCRBJ1S6,TRBJ16;partial=true;start_range=.,142788988"
1900350,NC_000007.14,Curated Genomic,gene,142791694,142793141,.,+,.,"ID=gene-TRBC1;Dbxref=GeneID:28639,HGNC:HGNC:12156,IMGT/GENE-DB:TRBC1,MIM:186930;Name=TRBC1;description=T cell receptor beta constant 1;gbkey=Gene;gene=TRBC1;gene_biotype=C_region;gene_synonym=BV05S1J2.2,TCRB,TCRBC1;partial=true;start_range=.,142791694"
1900360,NC_000007.14,Curated Genomic,gene,142795705,142795720,.,+,.,"ID=gene-TRBD2;Dbxref=GeneID:28636,HGNC:HGNC:12159,IMGT/GENE-DB:TRBD2,MIM:615448;Name=TRBD2;description=T cell receptor beta diversity 2;end_range=142795720,.;gbkey=Gene;gene=TRBD2;gene_biotype=D_segment;gene_synonym=TCRBD2;partial=true;start_range=.,142795705"
1900370,NC_000007.14,Gnomon,gene,142795982,142796691,.,-,.,ID=gene-LOC124901762;Dbxref=GeneID:124901762;Name=LOC124901762;description=uncharacterized LOC124901762;gbkey=Gene;gene=LOC124901762;gene_biotype=lncRNA
1900374,NC_000007.14,Curated Genomic,gene,142796365,142796414,.,+,.,"ID=gene-TRBJ2-1;Dbxref=GeneID:28629,HGNC:HGNC:12168,IMGT/GENE-DB:TRBJ2-1;Name=TRBJ2-1;description=T cell receptor beta joining 2-1;end_range=142796414,.;gbkey=Gene;gene=TRBJ2-1;gene_biotype=J_segment;gene_synonym=TCRBJ2S1,TRBJ21;partial=true;start_range=.,142796365"
1900381,NC_000007.14,Curated Genomic,gene,142796560,142796610,.,+,.,"ID=gene-TRBJ2-2;Dbxref=GeneID:28628,HGNC:HGNC:12169,IMGT/GENE-DB:TRBJ2-2;Name=TRBJ2-2;description=T cell receptor beta joining 2-2;end_range=142796610,.;gbkey=Gene;gene=TRBJ2-2;gene_biotype=J_segment;gene_synonym=TCRBJ2S2,TRBJ22;partial=true;start_range=.,142796560"
1900393,NC_000007.14,Curated Genomic,gene,142796847,142796895,.,+,.,"ID=gene-TRBJ2-3;Dbxref=GeneID:28626,HGNC:HGNC:12171,IMGT/GENE-DB:TRBJ2-3;Name=TRBJ2-3;description=T cell receptor beta joining 2-3;end_range=142796895,.;gbkey=Gene;gene=TRBJ2-3;gene_biotype=J_segment;gene_synonym=TCRBJ2S3,TRBJ23;partial=true;start_range=.,142796847"
1900400,NC_000007.14,Curated Genomic,gene,142796998,142797047,.,+,.,"ID=gene-TRBJ2-4;Dbxref=GeneID:28625,HGNC:HGNC:12172,IMGT/GENE-DB:TRBJ2-4;Name=TRBJ2-4;description=T cell receptor beta joining 2-4;end_range=142797047,.;gbkey=Gene;gene=TRBJ2-4;gene_biotype=J_segment;gene_synonym=TCRBJ2S4,TRBJ24;partial=true;start_range=.,142796998"
1900407,NC_000007.14,Curated Genomic,gene,142797119,142797166,.,+,.,"ID=gene-TRBJ2-5;Dbxref=GeneID:28624,HGNC:HGNC:12173,IMGT/GENE-DB:TRBJ2-5;Name=TRBJ2-5;description=T cell receptor beta joining 2-5;end_range=142797166,.;gbkey=Gene;gene=TRBJ2-5;gene_biotype=J_segment;gene_synonym=TCRBJ2S5,TRBJ25;partial=true;start_range=.,142797119"
1900414,NC_000007.14,Curated Genomic,gene,142797239,142797291,.,+,.,"ID=gene-TRBJ2-6;Dbxref=GeneID:28623,HGNC:HGNC:12174,IMGT/GENE-DB:TRBJ2-6;Name=TRBJ2-6;description=T cell receptor beta joining 2-6;end_range=142797291,.;gbkey=Gene;gene=TRBJ2-6;gene_biotype=J_segment;gene_synonym=TCRBJ2S6,TRBJ26;partial=true;start_range=.,142797239"
1900418,NC_000007.14,Curated Genomic,gene,142797456,142797502,.,+,.,"ID=gene-TRBJ2-7;Dbxref=GeneID:28622,HGNC:HGNC:12175,IMGT/GENE-DB:TRBJ2-7;Name=TRBJ2-7;description=T cell receptor beta joining 2-7;end_range=142797502,.;gbkey=Gene;gene=TRBJ2-7;gene_biotype=J_segment;gene_synonym=TCRBJ2S7,TRBJ27;partial=true;start_range=.,142797456"
1900425,NC_000007.14,Curated Genomic,gene,142801041,142802529,.,+,.,"ID=gene-TRBC2;Dbxref=GeneID:28638,HGNC:HGNC:12157,IMGT/GENE-DB:TRBC2,MIM:615445;Name=TRBC2;description=T cell receptor beta constant 2;gbkey=Gene;gene=TRBC2;gene_biotype=C_region;gene_synonym=TCRBC2;partial=true;start_range=.,142801041"
1900440,NC_000007.14,Curated Genomic,gene,142812586,142813287,.,-,.,"ID=gene-TRBV30;Dbxref=GeneID:28557,HGNC:HGNC:12214,IMGT/GENE-DB:TRBV30;Name=TRBV30;description=T cell receptor beta variable 30;gbkey=Gene;gene=TRBV30;gene_biotype=V_segment;gene_synonym=TCRBV20S1A1N2,TCRBV30S1;partial=true;start_range=.,142812586"
1900449,NC_000007.14,Gnomon,gene,142814197,142817436,.,+,.,ID=gene-LOC105375541;Dbxref=GeneID:105375541;Name=LOC105375541;description=uncharacterized LOC105375541;gbkey=Gene;gene=LOC105375541;gene_biotype=lncRNA
1900455,NC_000007.14,BestRefSeq%2CGnomon,gene,142855076,142871093,.,+,.,"ID=gene-EPHB6;Dbxref=GeneID:2051,HGNC:HGNC:3396,MIM:602757;Name=EPHB6;description=EPH receptor B6;gbkey=Gene;gene=EPHB6;gene_biotype=protein_coding;gene_synonym=HEP"
1900844,NC_000007.14,BestRefSeq,gene,142871208,142885745,.,-,.,"ID=gene-TRPV6;Dbxref=GeneID:55503,HGNC:HGNC:14006,MIM:606680;Name=TRPV6;description=transient receptor potential cation channel subfamily V member 6;gbkey=Gene;gene=TRPV6;gene_biotype=protein_coding;gene_synonym=ABP/ZF,CAT1,CATL,ECAC2,HRPTTN,HSA277909,LP6728,ZFAB"
1900880,NC_000007.14,BestRefSeq,gene,142908101,142933746,.,-,.,"ID=gene-TRPV5;Dbxref=GeneID:56302,HGNC:HGNC:3145,MIM:606679;Name=TRPV5;description=transient receptor potential cation channel subfamily V member 5;gbkey=Gene;gene=TRPV5;gene_biotype=protein_coding;gene_synonym=CAT2,ECAC1,OTRPC3"
1900912,NC_000007.14,Gnomon,gene,142935727,142936950,.,-,.,ID=gene-LOC105375542;Dbxref=GeneID:105375542;Name=LOC105375542;description=uncharacterized LOC105375542;gbkey=Gene;gene=LOC105375542;gene_biotype=lncRNA
1900916,NC_000007.14,BestRefSeq,gene,142939484,142940868,.,+,.,"ID=gene-LLCFC1;Dbxref=GeneID:135927,HGNC:HGNC:21750,MIM:618946;Name=LLCFC1;description=LLLL and CFNLAS motif containing 1;gbkey=Gene;gene=LLCFC1;gene_biotype=protein_coding;gene_synonym=C7orf34,ctm-1,SOF1"
